Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
32,Emmanuel Agbadou,ci CIV,DF,Wolves,eng Premier League,28.0,1997,13,11,1011,11.2,0,0,0,0,0,0,1,1,0.5,0.5,0.2,0.6,0.00,0.06,5,37,7,9,3,33.3,0.80,0.27,0.00,0.00,19.2,1,0,0,0.5,0.5,0.05,-0.5,-0.5,510,633,80.6,10851,4234,0,0.2,0.3,-0.2,3,60,7,3,37,597,33,21,2,5,14,11,0,0,0,0,510,28,17,15,10,3,24,75.0,6,17,14,3,12,40,65,2,9,0.80,9,0,0,0,0,0,0,0.00,777,107,366,365,52,10,777,5,4,80.0,1,20.0,437,2010,946,5,11,0,9,4,505,7,1,1,0,10,5,0,14,12,17,0,0,0,62,23,12,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Julen Agirrezabala,es ESP,GK,Valencia,es La Liga,25.0,2000,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,416,567,73.4,10798,7715,0,0.0,0.0,0.0,1,6,0,0,1,425,142,43,0,0,0,0,0,0,0,0,416,2,1,2,0,0,4,50.0,2,0,0,0,0,2,15,0,2,0.11,1,1,0,0,0,0,0,0.00,622,512,619,3,0,0,622,0,0,,0,,335,1649,957,0,0,0,0,0,277,0,1,0,0,0,1,0,0,0,1,0,0,0,21,7,0,100.0,30,1.67,81,51,66.7,3,7,8,4,22.2,4,3,1,0,25.2,0.29,-3.8,-0.21,66,203,32.5,468,73,32.1,32.2,217,23,10.6,40,2.22,17.2
34,Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,23.0,2002,15,13,1135,12.6,1,2,3,1,0,0,8,0,0.5,0.5,1.8,2.3,0.24,0.18,18,76,22,7,1,14.3,0.56,0.08,0.14,1.00,15.9,0,0,0,0.5,0.5,0.07,+0.5,+0.5,489,617,79.3,8058,2672,2,1.8,0.9,+0.2,12,70,16,2,76,588,20,16,6,7,9,3,1,0,0,0,489,27,15,9,15,3,17,70.6,5,13,2,11,14,41,16,1,24,1.90,23,0,0,0,0,1,3,0.24,720,27,152,411,159,16,720,6,3,50.0,3,50.0,394,1743,858,18,15,1,13,4,479,22,8,0,0,22,6,3,9,14,15,0,0,0,50,22,19,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Felix Agu,ng NGA,DF,Werder Bremen,de Bundesliga,26.0,1999,6,6,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,0.00,0.07,9,12,28,1,1,100.0,0.19,0.19,0.00,0.00,30.7,0,0,0,0.0,0.0,0.01,0.0,0.0,198,248,79.8,3254,661,0,0.4,0.4,-0.4,5,8,3,2,12,194,54,5,0,3,7,49,0,0,0,0,198,14,10,10,3,1,12,58.3,5,9,4,5,7,21,18,1,6,1.12,6,0,0,0,0,0,1,0.19,318,24,114,135,72,6,318,6,2,33.3,2,33.3,161,799,333,9,6,1,8,3,168,28,1,0,0,7,11,2,7,7,10,0,0,0,23,8,3,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Marc Aguado,es ESP,MF,Elche,es La Liga,25.0,2000,18,15,1237,13.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0.00,0.00,4,49,12,1,0,0.0,0.07,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0,641,707,90.7,9103,2696,0,0.0,0.3,0.0,1,72,3,1,49,686,20,14,0,1,2,3,1,0,0,0,641,22,12,11,9,2,18,72.2,5,20,13,7,28,50,25,0,11,0.80,9,0,0,1,1,0,0,0.00,834,57,213,537,87,2,834,0,0,,0,,380,1365,593,4,5,0,8,3,571,12,1,0,0,11,15,0,2,28,12,0,0,0,46,5,7,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Pablo Agudín,es ESP,"MF,FW",Oviedo,es La Liga,18.0,2007,4,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.05,1,1,7,2,0,0.0,2.57,0.00,0.00,,24.8,0,0,0,0.0,0.0,0.02,0.0,0.0,6,12,50.0,90,14,0,0.0,0.0,0.0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,1,1.30,1,0,0,0,0,0,0,0.00,27,2,9,6,12,4,27,1,1,100.0,0,0.0,19,114,29,1,0,1,4,3,18,7,0,0,0,1,1,0,0,0,0,0,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nayef Aguerd,ma MAR,DF,West Ham,eng Premier League,29.0,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.05,2,9,0,2,0,0.0,1.00,0.00,0.00,,9.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,106,119,89.1,1731,663,0,0.0,0.0,0.0,0,12,0,0,9,113,6,2,0,3,2,2,0,0,0,0,106,1,0,1,0,0,0,,0,4,2,2,1,2,11,0,2,1.00,2,0,0,0,0,0,0,0.00,143,14,62,72,9,2,143,1,1,100.0,0,0.0,71,405,222,2,2,0,1,0,93,0,0,0,0,0,1,0,2,1,0,0,0,0,8,4,3,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Nayef Aguerd,ma MAR,DF,Marseille,fr Ligue 1,29.0,1996,11,11,963,10.7,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.5,0.09,0.04,9,50,2,5,1,20.0,0.47,0.09,0.20,1.00,13.5,0,0,0,0.4,0.4,0.08,+0.6,+0.6,925,985,93.9,15484,5703,0,0.1,0.2,-0.1,2,71,0,0,50,948,36,18,0,4,1,1,0,0,0,0,925,14,11,6,7,1,8,100.0,0,12,8,4,13,27,44,1,6,0.56,6,0,0,0,0,0,2,0.19,1094,88,405,660,33,6,1094,1,0,0.0,1,100.0,793,3552,1891,9,9,0,6,3,833,2,2,0,0,15,4,0,1,13,11,0,0,0,53,28,16,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Ruben Aguilar,fr FRA,DF,Lens,fr Ligue 1,32.0,1993,16,15,1244,13.8,0,1,1,0,0,0,3,0,0.4,0.4,1.4,1.8,0.07,0.13,33,58,104,10,1,10.0,0.72,0.07,0.00,0.00,21.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,627,794,79.0,8690,3430,1,1.4,1.5,-0.4,16,51,21,9,58,668,118,3,0,0,69,115,0,0,0,0,627,28,17,12,9,7,23,69.6,7,27,8,19,22,50,21,0,40,2.89,34,1,1,1,1,2,4,0.29,937,39,212,395,338,35,937,11,4,36.4,5,45.5,424,1922,1117,33,22,6,17,4,582,104,3,0,0,16,7,5,69,22,17,0,0,0,65,11,7,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Honest Ahanor,it ITA,DF,Atalanta,it Serie A,17.0,2008,11,8,797,8.9,0,0,0,0,0,0,0,0,1.3,1.3,0.0,1.3,0.00,0.15,7,17,7,8,1,12.5,0.90,0.11,0.00,0.00,9.3,0,0,0,1.3,1.3,0.17,-1.3,-1.3,375,419,89.5,6041,1800,0,0.0,0.5,0.0,0,30,1,0,17,405,13,11,0,1,1,0,0,0,0,0,375,23,12,12,9,2,19,73.7,5,19,6,13,10,33,33,1,3,0.34,2,0,0,0,0,1,0,0.00,535,55,240,256,43,15,535,6,2,33.3,3,50.0,284,1202,605,7,5,1,6,2,350,7,0,0,0,12,17,0,1,10,12,0,0,0,20,19,11,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Lucas Ahijado,es ESP,DF,Oviedo,es La Liga,30.0,1995,9,7,686,7.6,0,1,1,0,0,0,2,0,0.7,0.7,0.5,1.3,0.13,0.17,11,25,20,7,2,28.6,0.92,0.26,0.00,0.00,18.3,0,0,0,0.7,0.7,0.11,-0.7,-0.7,288,370,77.8,4824,1653,1,0.5,0.8,+0.5,5,19,8,4,25,294,73,1,2,2,13,72,0,0,0,0,288,27,19,22,5,0,18,72.2,5,6,2,4,9,36,20,0,16,2.10,16,0,0,0,0,0,2,0.26,463,25,137,220,111,7,463,17,9,52.9,7,41.2,207,1128,523,11,9,0,12,1,229,20,2,0,0,6,2,2,13,9,19,0,0,0,28,6,2,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,30.0,1995,3,2,198,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.11,0,3,0,2,0,0.0,0.91,0.00,0.00,,8.2,0,0,0,0.2,0.2,0.12,-0.2,-0.2,77,84,91.7,1466,484,0,0.0,0.0,0.0,0,3,0,0,3,82,2,1,0,0,0,0,0,0,0,0,77,2,0,1,1,0,1,100.0,0,2,1,1,4,6,18,1,1,0.45,1,0,0,0,0,0,0,0.00,116,28,81,34,2,2,116,1,1,100.0,0,0.0,53,123,46,0,0,0,1,0,67,0,0,0,0,2,0,0,0,4,0,0,2,0,8,5,4,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,29.0,1996,5,5,428,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0.00,0.05,6,16,12,4,1,25.0,0.84,0.21,0.00,0.00,23.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,184,231,79.7,3148,1392,0,0.2,0.4,-0.2,4,16,3,1,16,185,45,6,0,1,16,38,1,0,0,0,184,10,6,3,3,4,6,83.3,1,1,0,1,10,20,21,0,5,1.05,3,1,0,0,0,1,1,0.21,301,18,101,110,94,5,301,13,3,23.1,9,69.2,111,484,264,6,5,1,1,8,150,12,1,0,0,6,4,0,16,10,6,0,0,0,25,4,3,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,fr Ligue 1,19.0,2006,9,8,648,7.2,2,1,3,2,0,0,2,1,1.2,1.2,0.3,1.5,0.42,0.21,8,25,7,3,2,66.7,0.42,0.28,0.67,1.00,12.4,0,0,0,1.2,1.2,0.40,+0.8,+0.8,300,353,85.0,5049,1847,1,0.3,0.3,+0.7,1,16,5,0,25,333,20,16,0,7,2,1,0,0,0,0,300,13,6,9,3,1,14,64.3,5,8,5,3,5,18,33,1,4,0.56,4,0,0,0,0,0,1,0.14,446,53,245,173,31,6,446,6,2,33.3,4,66.7,243,1293,767,8,8,2,14,2,297,7,2,1,0,6,2,0,2,5,6,0,0,0,25,16,10,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Rayan Aït-Nouri,dz ALG,DF,Manchester City,eng Premier League,24.0,2001,5,3,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,0.00,0.12,7,7,8,2,0,0.0,0.88,0.00,0.00,,24.9,0,0,0,0.0,0.0,0.02,0.0,0.0,111,127,87.4,1596,395,0,0.2,0.5,-0.2,3,7,0,0,7,106,21,2,0,0,2,19,0,0,0,0,111,9,6,7,2,0,7,42.9,4,5,0,5,5,14,9,0,5,2.21,5,0,0,0,0,0,1,0.44,172,10,61,67,44,2,172,8,2,25.0,6,75.0,81,441,184,7,2,0,4,2,101,8,1,0,0,4,1,0,2,5,6,0,0,0,8,3,2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Tosin Aiyegun,bj BEN,"MF,FW",Lorient,fr Ligue 1,27.0,1998,14,9,709,7.9,3,0,3,3,0,1,1,0,4.2,3.0,0.8,3.7,0.38,0.63,12,17,33,18,8,44.4,2.28,1.02,0.17,0.38,14.2,0,0,1,4.2,3.0,0.16,-1.2,0.0,101,136,74.3,1508,360,0,0.8,0.5,-0.8,8,16,4,0,17,129,6,0,1,0,4,4,0,0,0,0,101,4,4,2,2,0,5,60.0,2,3,0,3,2,6,5,0,16,2.03,11,0,2,2,1,0,1,0.13,200,7,24,89,89,28,199,22,8,36.4,12,54.5,136,824,382,12,9,3,5,9,154,33,1,0,0,8,10,1,4,2,4,0,0,0,12,4,7,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,21.0,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,1,100.0,15,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,3,0,0,0,3,1,3,0,0,,0,,1,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,27.0,1998,15,11,973,10.8,0,1,1,0,0,0,1,0,0.7,0.7,0.7,1.4,0.09,0.13,8,27,10,8,2,25.0,0.74,0.18,0.00,0.00,14.3,0,0,0,0.7,0.7,0.09,-0.7,-0.7,284,370,76.8,4913,1850,1,0.7,0.5,+0.3,2,17,3,0,27,350,19,0,0,1,3,19,0,0,0,0,284,22,14,11,9,2,18,66.7,6,13,6,7,13,35,68,0,7,0.65,6,0,0,0,0,1,1,0.09,526,73,248,219,64,25,526,9,2,22.2,6,66.7,249,1241,733,8,4,0,12,4,289,10,1,0,0,11,5,0,3,13,14,0,1,0,26,35,28,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,31.0,1994,16,16,1403,15.6,2,5,7,2,0,0,4,1,4.9,4.9,1.5,6.4,0.45,0.41,12,25,75,30,8,26.7,1.92,0.51,0.07,0.25,12.7,0,0,0,4.9,4.9,0.16,-2.9,-2.9,283,400,70.8,4645,506,5,1.5,1.4,+3.5,20,15,2,1,25,394,6,1,1,7,5,0,0,0,0,0,283,11,8,3,6,2,15,33.3,10,6,1,5,7,18,19,0,42,2.69,29,0,0,8,4,1,8,0.51,533,19,45,261,237,74,533,11,8,72.7,3,27.3,282,951,365,12,6,5,41,13,402,75,4,1,0,29,23,6,5,7,8,1,0,0,32,90,53,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Manuel Akanji,ch SUI,DF,Inter,it Serie A,30.0,1995,17,17,1530,17.0,0,0,0,0,0,0,3,0,0.8,0.8,0.2,1.0,0.00,0.06,18,77,11,11,0,0.0,0.65,0.00,0.00,,15.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8,1070,1167,91.7,19811,5773,0,0.2,0.9,-0.2,3,86,9,2,77,1101,63,30,1,10,3,33,0,0,0,0,1070,28,14,16,9,3,23,65.2,8,13,5,8,19,47,55,2,23,1.35,20,1,0,2,0,0,1,0.06,1314,67,431,760,129,16,1314,2,1,50.0,1,50.0,806,3245,1725,18,21,2,8,4,933,11,3,0,0,14,9,1,3,19,14,0,0,0,65,27,19,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,30.0,1995,11,3,401,4.5,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,0.00,0.16,6,26,3,3,0,0.0,0.67,0.00,0.00,,10.3,0,0,0,0.3,0.3,0.09,-0.3,-0.3,276,308,89.6,4572,1487,0,0.4,0.3,-0.4,4,30,5,3,26,280,27,8,0,2,3,11,0,0,0,0,276,8,5,7,0,1,4,75.0,1,3,0,3,4,12,21,1,6,1.35,6,0,0,0,0,0,0,0.00,359,25,141,171,48,7,359,1,0,0.0,1,100.0,222,1098,633,6,6,0,3,0,262,3,1,0,0,1,6,0,3,4,5,0,0,0,8,9,6,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,21.0,2004,9,2,188,2.1,0,0,0,0,0,0,0,0,0.6,0.6,0.7,1.3,0.00,0.62,9,7,20,6,2,33.3,2.87,0.96,0.00,0.00,19.1,0,0,0,0.6,0.6,0.10,-0.6,-0.6,56,72,77.8,939,220,0,0.7,0.4,-0.7,5,4,5,2,7,64,6,3,1,0,9,0,3,2,0,0,56,8,4,4,4,0,3,100.0,0,6,2,4,0,8,2,0,9,4.33,4,2,0,2,1,0,0,0.00,116,5,20,39,58,9,116,11,0,0.0,9,81.8,80,490,316,9,5,4,6,8,86,20,0,0,0,9,7,0,9,0,4,0,0,0,10,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Ebenezer Akinsanmiro,ng NGA,MF,Pisa,it Serie A,21.0,2004,12,9,854,9.5,0,1,1,0,0,0,1,0,0.6,0.6,1.3,1.8,0.11,0.19,19,46,27,10,3,30.0,1.05,0.32,0.00,0.00,24.2,0,0,0,0.6,0.6,0.06,-0.6,-0.6,239,283,84.5,4349,1233,1,1.3,1.1,-0.3,11,41,6,3,46,269,10,4,2,3,10,1,0,0,0,0,239,20,13,9,8,3,10,50.0,5,7,2,5,11,31,9,0,25,2.63,19,0,2,2,2,0,2,0.21,392,11,81,224,98,11,392,30,16,53.3,13,43.3,229,1357,766,19,17,2,19,11,233,27,1,0,0,21,17,1,10,11,13,0,0,0,67,7,9,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,23.0,2002,16,15,1295,14.4,3,2,5,3,0,0,2,0,3.6,3.6,2.7,6.3,0.35,0.44,45,76,97,25,8,32.0,1.74,0.56,0.12,0.38,18.3,0,0,0,3.6,3.6,0.14,-0.6,-0.6,501,612,81.9,7660,2186,2,2.7,3.2,-0.7,20,58,21,2,76,587,23,4,8,4,22,11,6,1,4,0,501,22,14,6,9,7,20,35.0,13,16,1,15,12,34,8,1,52,3.61,42,3,1,3,1,2,4,0.28,779,11,76,368,348,56,779,31,10,32.3,18,58.1,452,2788,1448,45,35,16,42,22,548,97,2,0,0,15,18,6,22,12,14,0,0,0,84,2,11,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,24.0,2001,15,14,1229,13.7,0,0,0,0,0,0,3,1,0.1,0.1,0.4,0.5,0.00,0.04,8,48,4,5,0,0.0,0.37,0.00,0.00,,21.8,1,0,0,0.1,0.1,0.03,-0.1,-0.1,600,743,80.8,11851,4786,0,0.4,0.7,-0.4,7,51,7,3,48,674,66,40,0,9,24,3,11,1,9,0,600,20,10,13,5,2,14,71.4,4,13,6,7,9,29,56,3,16,1.17,9,4,0,1,2,0,1,0.07,866,85,438,383,54,3,866,10,6,60.0,1,10.0,546,2548,1379,8,7,0,9,1,587,4,3,1,1,7,22,1,24,9,10,0,1,2,41,22,16,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,it Serie A,33.0,1992,9,6,494,5.5,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.4,0.00,0.08,4,10,3,4,1,25.0,0.73,0.18,0.00,0.00,17.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3,84,121,69.4,1253,578,0,0.1,0.1,-0.1,4,11,1,0,10,116,4,2,0,0,3,2,0,0,0,0,84,19,12,6,12,1,12,50.0,6,11,2,9,12,31,9,0,3,0.55,2,0,0,0,0,1,0,0.00,205,10,47,118,44,4,205,12,5,41.7,7,58.3,67,459,220,4,3,0,12,5,73,3,4,0,0,19,1,0,3,12,12,0,0,0,27,15,15,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,30.0,1995,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,5,9,55.6,91,37,0,0.0,0.0,0.0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,1,100.0,0,0,0,0,1,2,3,0,0,0.00,0,0,0,0,0,0,0,0.00,14,3,12,2,0,0,14,0,0,,0,,4,24,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,David Alaba,at AUT,DF,Real Madrid,es La Liga,33.0,1992,3,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.05,1,2,0,1,1,100.0,1.58,1.58,0.00,0.00,31.9,1,0,0,0.0,0.0,0.03,0.0,0.0,48,50,96.0,800,324,0,0.0,0.0,0.0,0,0,0,0,2,45,5,4,1,0,0,1,0,0,0,0,48,0,0,0,0,0,0,,0,2,2,0,0,0,4,0,1,1.58,0,0,0,1,0,0,0,0.00,58,6,27,30,1,0,58,0,0,,0,,23,155,108,1,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Raúl Albiol,es ESP,DF,Pisa,it Serie A,40.0,1985,6,4,365,4.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0.00,0.04,0,15,0,1,0,0.0,0.25,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,199,229,86.9,4374,2006,0,0.1,0.0,-0.1,1,13,1,0,15,222,7,3,0,0,1,1,0,0,0,0,199,5,3,3,2,0,5,60.0,2,6,5,1,4,9,53,0,3,0.74,3,0,0,0,0,0,0,0.00,303,65,169,132,2,1,303,0,0,,0,,173,837,435,0,0,0,3,1,181,0,1,0,0,5,2,0,1,4,3,0,0,0,11,5,7,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Carlos Alcaraz,ar ARG,"MF,FW",Everton,eng Premier League,23.0,2002,15,6,663,7.4,0,1,1,0,0,0,3,0,1.1,1.1,0.8,2.0,0.14,0.27,8,21,26,18,5,27.8,2.44,0.68,0.00,0.00,17.3,0,0,0,1.1,1.1,0.06,-1.1,-1.1,225,285,78.9,3912,646,1,0.8,0.4,+0.2,9,18,5,1,21,272,10,3,2,3,5,0,3,0,1,0,225,12,7,3,6,3,19,36.8,12,10,2,8,3,15,5,2,20,2.71,13,1,2,2,2,0,1,0.14,379,11,50,194,139,24,379,13,5,38.5,6,46.2,179,935,416,8,11,2,27,8,232,26,3,0,0,8,10,1,5,3,7,0,0,0,38,12,16,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Omar Alderete,py PAR,DF,Sunderland,eng Premier League,29.0,1996,17,16,1470,16.3,1,1,2,1,0,0,3,0,1.2,1.2,0.1,1.3,0.12,0.08,15,60,4,15,6,40.0,0.92,0.37,0.07,0.17,13.4,0,0,0,1.2,1.2,0.08,-0.2,-0.2,572,691,82.8,11827,4654,1,0.1,0.7,+0.9,3,52,7,2,60,678,11,9,3,12,5,2,0,0,0,0,572,18,9,11,7,0,18,66.7,6,23,17,6,23,41,106,1,13,0.80,11,0,1,0,1,0,1,0.06,902,123,447,398,62,30,902,14,10,71.4,3,21.4,519,3117,2086,15,13,1,7,11,568,4,3,0,0,15,3,2,5,23,9,0,0,0,51,39,32,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Alexandre Alemão,br BRA,FW,Rayo Vallecano,es La Liga,27.0,1998,11,6,556,6.2,1,0,1,1,0,0,1,0,1.6,1.6,0.1,1.7,0.16,0.28,0,6,27,13,6,46.2,2.10,0.97,0.08,0.17,14.1,0,0,0,1.6,1.6,0.13,-0.6,-0.6,59,94,62.8,873,201,0,0.1,0.1,-0.1,3,3,2,0,6,83,9,0,1,0,2,0,0,0,0,0,59,4,1,1,1,2,8,25.0,6,3,2,1,0,4,7,0,5,0.81,3,0,0,0,2,0,0,0.00,159,9,16,72,72,19,159,3,2,66.7,1,33.3,73,234,49,0,1,0,27,4,110,27,1,0,0,10,13,0,2,0,1,0,0,0,9,8,19,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Carles Aleñá,es ESP,"MF,FW",Alavés,es La Liga,28.0,1998,19,12,1056,11.7,0,3,3,0,0,0,2,0,1.2,1.2,1.1,2.3,0.26,0.20,8,39,42,16,3,18.8,1.36,0.26,0.00,0.00,19.2,0,0,0,1.2,1.2,0.07,-1.2,-1.2,426,529,80.5,6547,1624,3,1.1,1.4,+1.9,15,47,7,5,39,475,51,20,1,3,48,3,27,8,8,0,426,19,15,6,12,1,16,62.5,6,11,2,9,4,23,17,1,33,2.81,22,8,1,0,2,0,3,0.26,650,14,85,327,243,17,650,17,5,29.4,7,41.2,350,1135,457,8,14,2,22,19,457,42,2,0,0,17,21,0,48,4,15,0,0,0,47,9,13,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
